Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.38777878078145E-17,-0.0127,2.77555756156289E-17,0,0,0,0.414712198540076,0.00062309470872441,4.17493744147413E-17,3.09365548741526E-19,0.00120434462423014,4.50487069617125E-17,0.000623094709119957,0,0,0,0,0,0,package://left_mecanum wheel/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/base_link.STL,,right hub-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
LR1,1.38777878078145E-17,3.12250225675825E-16,0,0,0,0,0.0211185318668685,8.0129862497126E-06,-8.99972506457694E-22,-5.52747479217106E-23,1.2723849343642E-06,-7.75129039976687E-21,8.0129862497126E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR1.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR1.STL,,roller-1,Coordinate System2,Axis2,LR1_joint,continuous,0,-0.0127000000000001,0.0889,0,0,-0.785398163397446,base_link,1,0,0,,,,,,,,,,,,
LR2,0,9.0205620750794E-17,0,0,0,0,0.0211185318668683,8.01298624971099E-06,-1.05879118406788E-21,-4.85290309235864E-22,1.27238493436168E-06,-6.9052971285117E-21,8.01298624971099E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR2.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR2.STL,,roller-2,Coordinate System3,Axis3,LR2_joint,continuous,0.0385722644075509,-0.0127000000000001,0.0800961323565251,-0.328208742242918,0.311831301862535,-0.837446196679452,base_link,1,0,0,,,,,,,,,,,,
LR3,1.38777878078145E-17,-0.0031749999999997,1.38777878078145E-17,0,0,0,0.0211185318668683,8.01298624971153E-06,4.76456032830544E-22,3.53262015997894E-22,1.27238493436286E-06,-8.16038231046317E-21,8.01298624971153E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR3.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR3.STL,,roller-3,Coordinate System4,Axis4,LR3_joint,continuous,0.0709045933187994,-0.0104549359697327,0.0536729816462218,-0.725409215322667,0.585766599163124,-1.0132837338068,base_link,0,-1,0,,,,,,,,,,,,
LR4,0,3.05311331771918E-16,-1.73472347597681E-17,0,0,0,0.0211185318668684,8.01298624971073E-06,-3.70576914423756E-22,-3.18429425566806E-23,1.27238493436058E-06,-8.03721568348896E-21,8.01298624971073E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR4.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR4.STL,,roller-4,Coordinate System5,Axis5,LR4_joint,continuous,0.086671,-0.0127,0.019782,-1.2586,0.76063,-1.3518,base_link,1,0,0,,,,,,,,,,,,
LR5,1.38777878078145E-17,3.05311331771918E-16,-1.21430643318376E-17,0,0,0,0.0211185318668683,8.01298624971052E-06,-1.85288457211878E-21,-2.80940410526063E-22,1.27238493436017E-06,-3.34552973782973E-22,8.01298624971052E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR5.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR5.STL,,roller-5,Coordinate System6,Axis6,LR5_joint,continuous,0.086671,-0.0127,-0.019782,-1.883,0.76063,-1.7897,base_link,0,-1,0,,,,,,,,,,,,
LR6,1.38777878078145E-17,3.12250225675825E-16,-2.16840434497101E-18,0,0,0,0.0211185318668681,8.01298624970884E-06,-6.88214269644119E-22,4.81263155606615E-22,1.27238493435692E-06,-1.14346210049412E-21,8.01298624970884E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR6.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR6.STL,,roller-6,Coordinate System7,Axis7,LR6_joint,continuous,0.0695048187914076,-0.0127,-0.0554282433852417,-2.41618343826713,0.585766599163121,-2.128308919783,base_link,0,-1,0,,,,,,,,,,,,
LR7,4.16333634234434E-17,3.05311331771918E-16,-6.93889390390723E-18,0,0,0,0.0211185318668683,8.01298624971076E-06,-2.11758236813575E-22,-9.22046779924006E-22,1.27238493436077E-06,7.23551836339118E-22,8.01298624971076E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR7.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR7.STL,,roller-7,Coordinate System8,Axis8,LR7_joint,continuous,0.0385722644075505,-0.0126999999999999,-0.0800961323565253,-2.81338391134688,0.311831301862531,-2.30414645691034,base_link,0,-1,0,,,,,,,,,,,,
LR8,4.64905891561784E-16,5.55111512312578E-16,0,0,0,0,0.0211185318668683,8.01298624971062E-06,-2.27640104574593E-21,-8.97486384395018E-23,1.27238493436047E-06,3.31454395644076E-20,8.01298624971062E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR8.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR8.STL,,roller-8,Coordinate System9,Axis9,LR8_joint,continuous,0,-0.0127,-0.0889,-3.1416,0,-2.3562,base_link,0,-1,0,,,,,,,,,,,,
LR9,2.08166817117217E-17,2.77555756156289E-16,0,0,0,0,0.0211185318668681,8.01298624970815E-06,-4.76456032830544E-22,2.61081487441412E-22,1.27238493435577E-06,2.02111252160471E-22,8.01298624970815E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR9.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR9.STL,,roller-9,Coordinate System10,Axis10,LR9_joint,continuous,-0.038572,-0.0127,-0.080096,2.8134,-0.31183,-2.3041,base_link,0,-1,0,,,,,,,,,,,,
LR10,1.38777878078145E-17,3.05311331771918E-16,1.38777878078145E-17,0,0,0,0.0211185318668682,8.01298624970885E-06,-8.470329472543E-22,-4.10963162722584E-22,1.2723849343575E-06,5.43368867586717E-22,8.01298624970885E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR10.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR10.STL,,roller-10,Coordinate System11,Axis11,LR10_joint,continuous,-0.069505,-0.0127,-0.055428,2.4162,-0.58577,-2.1283,base_link,0,-1,0,,,,,,,,,,,,
LR11,6.93889390390723E-18,3.05311331771918E-16,-5.55111512312578E-17,0,0,0,0.0211185318668685,8.01298624971241E-06,-1.42936809849163E-21,5.10038793057547E-22,1.27238493436383E-06,-1.38979020360329E-22,8.01298624971241E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR11.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR11.STL,,roller-11,Coordinate System12,Axis12,LR11_joint,continuous,-0.086671,-0.0127,-0.019782,1.883,-0.76063,-1.7897,base_link,0,-1,0,,,,,,,,,,,,
LR12,3.46944695195361E-18,1.11022302462516E-16,2.77555756156289E-17,0,0,0,0.0211185318668681,8.01298624970893E-06,-9.52912065661088E-22,2.54715969545533E-23,1.27238493435722E-06,-2.57039563327671E-22,8.01298624970893E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR12.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR12.STL,,roller-12,Coordinate System13,Axis13,LR12_joint,continuous,-0.086671,-0.0127,0.019782,1.2586,-0.76063,-1.3518,base_link,0,-1,0,,,,,,,,,,,,
LR13,6.93889390390723E-18,2.91433543964104E-16,0,0,0,0,0.021118531866868,8.01298624970742E-06,2.11758236813575E-22,4.11917993929767E-23,1.2723849343543E-06,-4.08509582593034E-23,8.01298624970742E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR13.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR13.STL,,roller-13,Coordinate System14,Axis14,LR13_joint,continuous,-0.069505,-0.0127,0.055428,0.72541,-0.58577,-1.0133,base_link,0,-1,0,,,,,,,,,,,,
LR14,4.16333634234434E-17,3.05311331771918E-16,2.77555756156289E-17,0,0,0,0.0211185318668684,8.01298624971243E-06,-1.6940658945086E-21,2.14852133317146E-22,1.272384934364E-06,-8.89575882309748E-22,8.01298624971243E-06,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR14.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://left_mecanum wheel/meshes/LR14.STL,,roller-14,Coordinate System15,Axis15,LR14_joint,continuous,-0.0385722644075499,-0.0127000000000001,0.0800961323565255,0.328208742242909,-0.311831301862526,-0.837446196679449,base_link,0,-1,0,,,,,,,,,,,,
